Time,Race,Gender,Body_Size,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Spectacles,Age_Range,Washer_No,Dryer_No,TimeSpent_minutes,buyDrinks,TotalSpent_RM,latitude,longitude,Num_of_Baskets,Date,tempmax,tempmin,humidity,description,icon
11:27:57,foreigner,male,moderate,yes,baby,big,pink,formal,red,longsleeve,black,long,clothes,no,1.1666266281927176,0.44607339806932317,0.4836470092667311,-1.445257555049675,0.0,1.1541554551854283,-1.6928010250685548,0.8954780980293409,-1.2484397436426835,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
11:28:43,malay,female,fat,yes,young,big,white,casual,red,short_sleeve,blue,long,blankets,yes,-0.12083514718333699,-1.3293431116593248,-1.3159697694001764,-1.3753397947471744,-0.3066551490904681,0.0,-1.268471787901571,0.4947035507111265,-1.2484397436426835,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
13:36:46,chinese,female,thin,no,young,small,white,casual,brown,short_sleeve,black,long,clothes,yes,-0.8933122124089696,-1.3293431116593248,-1.3159697694001764,1.2815350967478387,0.28358158204725326,-0.9423448177139272,-1.4790771226583135,0.8722458869253239,1.2569704751366941,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
12:10:46,chinese,female,moderate,no,no_kids,big,white,casual,orange,short_sleeve,brown,long,clothes,no,0.3941495629670848,0.44607339806932317,-1.3159697694001764,-0.3964911505121696,0.0,1.3870999299520235,-1.629543231828396,0.2739159518825088,-1.2484397436426835,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
13:44:03,chinese,female,moderate,yes,no_kids,small,orange,casual,black,short_sleeve,black,long,clothes,no,0.2224879929169442,-1.3293431116593248,-0.4161613800667227,-0.9558332329321724,-0.3066551490904681,-0.243511393414142,-1.5229450778548619,0.6172666983266178,1.2569704751366941,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
13:47:46,chinese,male,thin,no,no_kids,big,white,casual,black,short_sleeve,brown,long,clothes,no,0.1366572078918739,1.3337816529336473,0.4836470092667311,1.0018640555378373,0.28358158204725326,0.9212109804188333,-1.2883416993531993,-0.011715466588632425,-1.2484397436426835,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
14:39:57,foreigner,male,thin,yes,young,big,red,traditional,grey,short_sleeve,white,short,blankets,yes,-0.2924967172334776,0.44607339806932317,0.4836470092667311,-1.0956687535371732,-1.4871286113659108,-0.243511393414142,-1.2807121703970772,0.5574299236674529,1.2569704751366941,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
14:54:19,indian,male,fat,no,no_kids,big,red,formal,black,short_sleeve,blue_jeans,long,blankets,no,0.0,-0.44163485679500086,1.383455398600185,1.7010416585628407,0.28358158204725326,1.1541554551854283,-2.0771431974535646,0.3334084424469553,0.004265365747005315,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
14:54:19,indian,male,thin,no,no_kids,big,blue,formal,black,short_sleeve,blue_jeans,long,clothes,no,0.2224879929169442,1.3337816529336473,0.4836470092667311,-0.11682010930216823,0.28358158204725326,-0.47645586818073704,-1.4461482266613799,0.5031176151746133,0.0,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
15:26:05,malay,female,fat,no,no_kids,big,purple,casual,black,short_sleeve,black,long,clothes,no,-0.6358198573337588,-1.3293431116593248,-1.3159697694001764,1.5612061379578401,-1.4871286113659108,-0.9423448177139272,-1.2183589193737177,0.42539697336747767,0.004265365747005315,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
15:45:51,chinese,male,thin,yes,toddler,big,red,casual,red,short_sleeve,white,short,clothes,yes,0.05082642286680361,0.44607339806932317,0.4836470092667311,1.2815350967478387,-0.3066551490904681,0.9212109804188333,-1.8002623997091858,0.8965845833278303,0.004265365747005315,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
15:52:41,foreigner,male,moderate,no,no_kids,big,blue,casual,black,short_sleeve,black,long,clothes,no,-0.03500436215826669,-1.3293431116593248,-0.4161613800667227,0.5124397334203349,1.464055044322696,0.6882665056522382,-1.603240295973388,0.7320545976309608,0.0,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
16:01:30,indian,female,fat,no,no_kids,big,purple,casual,purple,longsleeve,black,long,clothes,no,1.338288198242858,-1.3293431116593248,-1.3159697694001764,1.5612061379578401,-0.3066551490904681,-0.7094003429473321,-1.3736967323219305,0.7191857357923297,0.004265365747005315,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
16:34:06,chinese,male,thin,no,no_kids,big,red,traditional,purple,short_sleeve,black,short,clothes,no,0.5658111330172254,-0.44163485679500086,-1.3159697694001764,1.4213706173528393,-0.8968918802281894,0.22237755611904814,-1.7149859107828704,0.07375753759266832,0.004265365747005315,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
18:14:37,malay,female,thin,no,no_kids,small,white,casual,white,short_sleeve,grey,short,clothes,no,0.5658111330172254,1.3337816529336473,1.383455398600185,-1.3753397947471744,-0.8968918802281894,1.3870999299520235,-1.574443160317098,0.9860397405344569,-1.2484397436426835,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
18:34:26,malay,male,fat,no,no_kids,big,blue,formal,white,short_sleeve,brown,short,clothes,yes,-0.3783275022585479,-0.44163485679500086,-1.3159697694001764,0.3726042128153342,-0.8968918802281894,0.6882665056522382,-1.7181157572081058,1.0017335230225732,0.004265365747005315,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
18:37:46,chinese,female,thin,no,no_kids,small,green,casual,grey,short_sleeve,grey,short,clothes,no,-0.3783275022585479,0.44607339806932317,0.4836470092667311,-0.3265733902096693,0.28358158204725326,-1.1752892924805223,-1.6427556509512145,0.659456425532777,0.004265365747005315,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
18:48:34,malay,female,fat,no,no_kids,big,red,formal,orange,longsleeve,black,long,clothes,no,0.1366572078918739,0.44607339806932317,1.383455398600185,0.16285093190783315,1.464055044322696,-1.1752892924805223,-1.3494009086353318,0.5930474068124122,1.2569704751366941,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
18:57:46,malay,female,fat,no,no_kids,big,red,traditional,green,longsleeve,green,long,clothes,yes,-0.721650642358829,-0.44163485679500086,0.4836470092667311,1.0717818158403376,0.8738183131849746,0.9212109804188333,-2.0101014399477637,1.0846850939789494,0.004265365747005315,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
18:57:46,malay,female,fat,no,no_kids,big,red,traditional,brown,longsleeve,brown,long,clothes,no,-0.4641582872836182,0.44607339806932317,0.4836470092667311,-0.8859154726296721,-0.8968918802281894,0.9212109804188333,-1.8721949177891442,0.7653267697611332,1.2569704751366941,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
20:09:18,malay,female,fat,no,no_kids,big,blue,casual,grey,longsleeve,black,long,blankets,no,-0.2924967172334776,-0.44163485679500086,-0.4161613800667227,0.0929331716053328,1.464055044322696,-0.47645586818073704,-1.6413437931463724,0.4917104681772019,-1.2484397436426835,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
20:21:03,malay,female,fat,no,young,big,black,casual,black,short_sleeve,blue_jeans,long,clothes,yes,-0.5499890723086884,-0.44163485679500086,1.383455398600185,-1.445257555049675,-1.4871286113659108,-0.01056691864754693,-1.8738942569732058,0.7790762426511593,-1.2484397436426835,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
20:21:03,malay,female,fat,no,no_kids,big,blue,casual,blue,short_sleeve,red,long,clothes,no,0.9949650581425769,1.3337816529336473,0.4836470092667311,1.7010416585628407,-0.3066551490904681,0.9212109804188333,-1.9906736665319715,1.0958713419329338,0.004265365747005315,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
20:21:03,foreigner,female,moderate,no,no_kids,big,pink,formal,grey,longsleeve,black,long,blankets,no,0.5658111330172254,-1.3293431116593248,-1.3159697694001764,1.2116173364453384,-0.3066551490904681,-0.7094003429473321,-1.3383731341307596,0.5575204723744261,-1.2484397436426835,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
20:32:37,foreigner,female,moderate,no,no_kids,big,white,casual,red,longsleeve,red,long,clothes,no,0.9949650581425769,1.3337816529336473,-0.4161613800667227,-0.04690234899966789,1.464055044322696,1.6200444047186184,-1.7130755720035047,0.26464515734528715,0.004265365747005315,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
20:44:46,indian,male,fat,no,no_kids,big,red,casual,red,short_sleeve,black,short,clothes,no,0.0,0.44607339806932317,-1.3159697694001764,1.0018640555378373,1.464055044322696,-0.01056691864754693,-1.644479788157094,0.9647677596803507,-1.2484397436426835,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
20:48:32,malay,male,fat,no,no_kids,big,blue,casual,blue,longsleeve,brown,long,clothes,yes,-0.97914299743404,-1.3293431116593248,0.4836470092667311,0.2327686922103335,-0.3066551490904681,-0.7094003429473321,-1.8462331711439783,0.5174093852658017,-1.2484397436426835,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
21:39:30,indian,male,moderate,no,no_kids,big,red,casual,blue,short_sleeve,black,short,clothes,no,0.8233034880924363,-0.44163485679500086,-0.4161613800667227,-0.3265733902096693,0.28358158204725326,-0.01056691864754693,-1.8822560022624795,0.32449088737096854,1.2569704751366941,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
21:44:10,indian,male,fat,no,no_kids,big,red,casual,black,short_sleeve,blue,short,clothes,yes,0.737472703067366,0.44607339806932317,1.383455398600185,-0.25665562990716895,1.464055044322696,-0.7094003429473321,-1.9216916802287232,1.09597283608806,0.004265365747005315,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
21:05:59,malay,female,fat,yes,toddler,big,orange,casual,black,short_sleeve,black,long,blankets,no,0.0,0.44607339806932317,0.4836470092667311,-0.8159977123271717,-0.8968918802281894,0.45532203088564316,-1.5822348820843015,0.7916684831652033,0.004265365747005315,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
22:04:52,indian,female,fat,no,no_kids,small,white,traditional,red,short_sleeve,black,long,clothes,no,0.2224879929169442,0.44607339806932317,-1.3159697694001764,1.351452857050339,0.8738183131849746,0.22237755611904814,-2.0036187431207977,0.35869441763002835,1.2569704751366941,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
22:04:52,foreigner,male,moderate,no,no_kids,big,white,casual,white,short_sleeve,black,long,clothes,no,1.2524574132177877,-1.3293431116593248,0.4836470092667311,-1.0956687535371732,0.8738183131849746,0.45532203088564316,-1.2962868302379267,0.026105036745829598,1.2569704751366941,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
22:10:28,foreigner,male,moderate,no,baby,big,blue,casual,purple,short_sleeve,black,long,clothes,no,-0.12083514718333699,-1.3293431116593248,-0.4161613800667227,0.3026864525128339,1.464055044322696,-0.01056691864754693,-1.9437535942331956,0.6648604917699831,-1.2484397436426835,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
22:12:39,chinese,female,thin,yes,no_kids,big,blue,casual,blue,longsleeve,yellow,short,clothes,no,-0.03500436215826669,1.3337816529336473,-1.3159697694001764,-1.445257555049675,-0.3066551490904681,-0.243511393414142,-1.536564423859325,0.9161321585864551,1.2569704751366941,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
22:18:01,malay,female,thin,yes,young,big,white,formal,brown,longsleeve,blue,long,clothes,no,1.1666266281927176,1.3337816529336473,-0.4161613800667227,0.5124397334203349,0.8738183131849746,0.45532203088564316,-1.2581301726239187,0.09405437852555722,1.2569704751366941,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
22:20:42,malay,male,thin,yes,toddler,big,black,formal,white,short_sleeve,blue_jeans,long,clothes,yes,-0.8933122124089696,-1.3293431116593248,1.383455398600185,-0.3265733902096693,-1.4871286113659108,0.9212109804188333,-1.8601525630284483,0.43112542288459116,-1.2484397436426835,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
22:24:54,indian,male,fat,no,no_kids,big,blue,casual,white,short_sleeve,black,long,clothes,no,0.3083187779420145,1.3337816529336473,1.383455398600185,0.023015411302832463,-1.4871286113659108,-0.7094003429473321,-2.0902970586193166,0.008838094854173846,1.2569704751366941,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
22:24:54,indian,female,fat,yes,young,small,white,formal,brown,short_sleeve,blue,long,clothes,no,-0.8933122124089696,0.44607339806932317,-0.4161613800667227,1.4213706173528393,0.8738183131849746,1.6200444047186184,-1.8894314779115053,0.4944607607715344,-1.2484397436426835,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
22:37:12,malay,female,thin,yes,toddler,big,black,casual,grey,short_sleeve,grey,long,clothes,no,0.9091342731175066,-1.3293431116593248,-0.4161613800667227,0.5823574937228353,-1.4871286113659108,-0.01056691864754693,-1.8671432374029755,0.9615368624106428,-1.2484397436426835,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
22:52:52,malay,male,thin,no,no_kids,small,black,casual,black,short_sleeve,grey,long,clothes,no,0.9949650581425769,-1.3293431116593248,0.4836470092667311,-0.18673786960466857,1.464055044322696,0.22237755611904814,-1.8023658651769512,1.0181427397999585,0.004265365747005315,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
22:54:56,malay,male,thin,yes,toddler,big,white,casual,white,short_sleeve,blue_jeans,long,clothes,no,-0.97914299743404,-0.44163485679500086,1.383455398600185,1.7010416585628407,0.28358158204725326,0.45532203088564316,-1.2231419969568214,0.457574600688132,0.0,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
22:59:55,indian,female,moderate,no,baby,small,white,traditional,blue,short_sleeve,brown,short,clothes,no,1.338288198242858,-1.3293431116593248,0.4836470092667311,1.7010416585628407,1.464055044322696,-0.01056691864754693,-1.8888638094377166,0.2707865487677859,-1.2484397436426835,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
23:08:44,indian,male,thin,no,no_kids,small,orange,casual,white,short_sleeve,black,long,clothes,no,-0.5499890723086884,0.44607339806932317,1.383455398600185,-0.6062444314196707,-1.4871286113659108,-1.4082337672471172,-1.3998468446389882,0.2491603334117679,1.2569704751366941,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
23:08:44,indian,male,moderate,no,no_kids,small,white,formal,blue,longsleeve,black,long,clothes,yes,0.8233034880924363,1.3337816529336473,1.383455398600185,0.16285093190783315,0.28358158204725326,1.6200444047186184,-1.7522269383582012,0.491478623685763,0.004265365747005315,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
23:15:42,malay,male,thin,no,no_kids,big,red,casual,brown,longsleeve,yellow,long,blankets,no,0.2224879929169442,-0.44163485679500086,-0.4161613800667227,-0.8159977123271717,0.28358158204725326,1.1541554551854283,-1.5790172369134392,1.1025391099049158,0.004265365747005315,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
0:04:56,malay,female,moderate,no,no_kids,big,pink,formal,red,longsleeve,black,long,blankets,no,0.4799803479921551,-1.3293431116593248,-1.3159697694001764,-0.6761621917221711,-0.3066551490904681,0.45532203088564316,-1.8843396980547376,0.3437061190238464,0.004265365747005315,2015-10-20,-1.7179722127100059,-0.14820800366294354,1.1010216014760863,Cloudy skies throughout the day.,fog
2:17:42,indian,male,thin,no,no_kids,big,white,casual,black,short_sleeve,white,short,clothes,no,-0.8074814273838994,1.3337816529336473,-1.3159697694001764,-1.5850930756546755,-0.3066551490904681,-0.243511393414142,-1.8570206798047075,0.35278586573978676,0.0,2015-10-21,-0.10270172773666238,-0.14820800366294354,0.00995048894239793,Cloudy skies throughout the day.,cloudy
7:35:52,indian,female,fat,no,no_kids,small,blue,casual,blue,short_sleeve,white,short,clothes,no,0.3941495629670848,-0.44163485679500086,-0.4161613800667227,-1.305422034444674,0.28358158204725326,-0.9423448177139272,-2.0013441101985294,0.35124653772110087,-1.2484397436426835,2015-10-21,-0.10270172773666238,-0.14820800366294354,0.00995048894239793,Cloudy skies throughout the day.,cloudy
7:58:48,chinese,male,moderate,no,no_kids,big,pink,casual,blue,short_sleeve,grey,long,clothes,no,1.2524574132177877,-1.3293431116593248,-1.3159697694001764,1.2116173364453384,-1.4871286113659108,-0.01056691864754693,-1.3005383288707768,0.2789618034548126,1.2569704751366941,2015-10-21,-0.10270172773666238,-0.14820800366294354,0.00995048894239793,Cloudy skies throughout the day.,cloudy
11:21:04,chinese,male,thin,no,no_kids,big,yellow,casual,grey,short_sleeve,white,long,clothes,no,0.3083187779420145,-1.3293431116593248,-0.4161613800667227,-1.7249285962596763,0.28358158204725326,0.9212109804188333,-1.7599272715224124,1.0415819193770772,0.004265365747005315,2015-10-21,-0.10270172773666238,-0.14820800366294354,0.00995048894239793,Cloudy skies throughout the day.,cloudy
11:56:35,malay,male,thin,no,young,big,green,casual,brown,short_sleeve,blue_jeans,long,clothes,yes,-0.6358198573337588,-0.44163485679500086,-0.4161613800667227,-1.6550108359571758,0.28358158204725326,-1.1752892924805223,-1.4425461357723843,0.5365390434152323,0.0,2015-10-21,-0.10270172773666238,-0.14820800366294354,0.00995048894239793,Cloudy skies throughout the day.,cloudy
11:56:35,malay,male,thin,no,young,big,red,casual,grey,short_sleeve,brown,long,clothes,no,-0.8933122124089696,0.44607339806932317,-0.4161613800667227,0.3726042128153342,1.464055044322696,0.45532203088564316,-1.3990819504197942,0.07184904946106835,-1.2484397436426835,2015-10-21,-0.10270172773666238,-0.14820800366294354,0.00995048894239793,Cloudy skies throughout the day.,cloudy
